bgmea_reg_no,contact_person,district,email_address,mailing_address,member_or_company_name,mobile_number,no_employees,no_machines,product_capacity
4698,Mahbub Ullah,Gazipur,rd.sweater@yahoo.com,"Khailkur, Battala Road, National University, Board Bazar",Rongdhonu Sweater Ltd.,1819144050,425,478,30000
5390,Akkas Uddin Mollah,Narayanganj,info@osmangroupbd.com,"Osman Tower, 56/1, S.M. Maleh Road, Tanbazar",Russel Apparels,1711522285,1250,814,416000
6814,Mohammad Nur Islam,Dhaka,info@rupkathaapparels.com,"Raj Place Singair Road, Padma Moor (Rishipara), Hemayetpur, Savar, Dhaka",Rupkatha Apparels Ltd.,01795094961,300,186,100000
702,Kanu Lal Barua,Chittagong,,"Hossain Court (4th floor), 75, Agrabad C/A, Double Mooring",Rupali Garments,,120,110,25000
4055,Md. Shahidul Islam,Dhaka,rupa@citechco.net,"380/1-2, East Rampura, Rampura",Rupa Woolwear Ltd.,1711528863,550,350,0
3087,Md. Shahidul Islam,Dhaka,rupa@citechco.net,"380/1-3, East Rampura, Rampura",Rupa Knitwear (Pvt) Ltd.,1711528863,1615,1530,200000
958,Md. Shahidul Islam,Dhaka,rupa@citechco.net,"380/1-3, East Rampura, Rampura",Rupa Sweater (Pvt.) Ltd.,1711528036,1182,995,150000
2359,Mohammad Sohrawardi,Narayanganj,soharwardi@rupashigroup.com,"Kutubpur, Lamapara, Fatullah",Rupashi Knit Wears Ltd.,1713003797,1400,415,1200000
2221,Mohammad Sohrawardi,Narayanganj,kamal.haider@rupashigroup.com,"Kutubpur, Lamapara, Fatullah",Rupashi Fabrics Complex (Pvt) Ltd.,1713003797,1400,415,120000
4593,Md. Shahidul Islam,Gazipur,rupa@citechco.net,"Barobari, Board Bazar",Rupa Fabrics Ltd.,1711528863,664,325,500000
6012,Md. Ruhul Amin,Dhaka,ruhulgarmentshd@yahoo.com,"Habib Khan Tower, 326 Sontak Road, South Kajla, Jatrabari",Ruhul Garments Ltd.,1945305156,250,130,40000
2551,Rumana Rashid,Dhaka,rumana@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Dhaka",Rumana Fashion Ltd.,01711520564,836,212,30000
2662,Md. Shahidul Islam,Dhaka,rupa@citechco.net,"380/1-3, East Rampura, Rampura",Rupa Apparels Ltd.,1711528863,515,465,70000
2988,N.R. Chowdhury,Dhaka,rumatex@yahoo.com,"Shimanta Plaza, 26/D, Main Road-3, Section # 11, Mirpur",Ruma Garments Wear Ltd.,1817048427,450,250,15000
1076,Sirajul Islam,Chittagong,,"686, CDA # R/A (1st Floor), Road # 20, Agrabad, Double Mooring",Running Fashion Wear Ltd.,,325,130,36000
5135,Mohd Al-Amin,Dhaka,amin@rudmila-knitwear.com,"House # 32, APT # B-4, Road # 1, Sector # 3, Jashim Uddin Avenue, Uttara",Rudmila Knitwear Ltd.,1711560694,650,260,650000
4942,Abdul Hakim Sarker,Dhaka,fashion.support@gmail.com,"House # 8, Road  # 7, Sector # 9, Uttara",Running Fashion Ltd. (Unit-2),,450,265,60000
719,Md. Abu Bakar,Dhaka,ruhila4@gmail.com,"A/1, Block-B, Mazar Road, Gabtali, Mirpur",Ruhila Garments,1711532521,450,215,100000
6714,A H M Showkat Imran,Dhaka,rrapparels@yahoo.com,"House # 20, Road # 1/A, Sector # 9, Uttara, Dhaka",RR Apparels,01713508879,140,100,350000
5790,Fuad Abdullah,Dhaka,fuad@sfdenim.com,"225, Tejgaon I/A, Tejgaon",S.F. Jeans Ltd.,1711520466,1300,560,225000
5099,Khan Md. Akhtaruzzaman,Gazipur,rpmmd10@gmail.com,"Mosharaf Tower (3rd Floor), Rajbari Road, Joydevpur",RPM Garments Ltd.,1827510645,250,115,200000
4742,Md. Shahidul Islam,Gazipur,,"Plot # 26/1, Shataish Road, Gazipura I/A, Tongi",S.I. Knitting Ltd.,1711202772,250,98,0
2645,Shakawat Hossain Bhuiya,Dhaka,,"1/F, Folder Street, Wari",S.B. Fashions Garments,1712055584,110,82,0
1136,Golam Sarwar,Dhaka,info@sfdenim.com,"225, Tejgaon I/A (2nd Floor), Tejgaon",S.F. Apparels Ltd.,1711568264,1150,560,200000
2746,Fuad Abdullah,Dhaka,fuad@sfdenim.com,"225, Tejgaon I/A (2nd Floor), Tejgaon",S.F. Denim Apparels Ltd.,1711520466,2250,1300,400000
3801,Md. Golam Mustafa,Dhaka,sarwar@sfdenim.com,"225, Tejgaon I/A (2nd Floor), Tejgaon",S.F. Fashion Wears Ltd.,1819225479,1150,570,20000000
1123,Shakawat Hossain Bhuiyan,Dhaka,,"1/F, Folder Street, Wari",S.B. Fashion Garments Ltd.,1712055584,300,125,30000
706,N.M Habibur Rahman,Dhaka,nazrul@mohammadigroup-hr.com,"34, Kazi Nazrul Islam Avenue, Karwan Bazar",S. Nahar Garments & Textile Mills Ltd.,1817044616,700,400,150000
3514,Md. Riazuddin,Narayanganj,ssixbd@dhaka.net,"River View Complex, 55/1, S.M. Maleh, Tanbazar",S-Six Fashions (Pvt) Ltd.,173008854,550,192,80000
3013,Md. Toufiqul Islam,Dhaka,toufiqtex@bdonline.com,"246/1, West Agargaon, Agargaon",S.B. Designs Ltd.,1711547672,180,100,50000
2920,Iftekhar Uddin,Chittagong,,"Golden Star Building, 176, Dewanhat",S.A. Apparel Ltd.,,216,115,50000
5509,Md. Shah Alam,Kurigram,sa.alamkgm12@gmail.com,"Jatrapur, Kulgaon",S. Alam Knitting,1715204065,150,327,40000
3652,Syed Ataur Rahman,Dhaka,sartlheadoffice@qubeemail.com.bd,"Asif Mansion (6th Floor), 77/1, Kakrail, ",S.A. Rahman Sweater Factory Ltd.,1727576855,820,400,75000
4575,Md. Sirajul Islam,Dhaka,liton@shifagroupbd.com,"Khalik Bhaban (4th &amp; 5th Fl), 3B-4B, Darussalam Road, Section # 1, Mirpur",S. Suhi Ind. Park Knit Composite Ltd.,,715,153,2000000
3580,Rajib Ahmed Talukder,Dhaka,rajib_talukder@prettygroupbd.com,"House # 08, Road # 14,, Block # K,, Baridhara",S. Suhi Industrial Park Ltd.,,1100,450,100000
4109,Arshad Mathia,Dhaka,info@s21apparels.com,"House # 276, Narshinghapur, Ashulia, Savar",S-21 Apparels Ltd.,1841117662,715,572,240000
5694,Md. Shahidur Rahman,Dhaka,shahid7259@yahoo.om,"House # 136, Road # 5, New DOHS, ",S Plus Composite Ltd.,01611527486,330,94,125000
3499,Mahmud Hasan Khan,Dhaka,sohel@rising-group.com,"Plot # I/16, Block # K, Rupnagar I/A, Section # 2, Mirpur",Sabarang Fashions Ltd.,1711526199,530,228,62500
6843,Mirza Shams Mahmud,Gazipur,mirzashakti@gmail.com,"Bailmail, Konabari, Gazipur Sadar, Gazipur",S M Sourcing,01847337222,239,120,5000000
4533,Ishtiaque Rahman,Chittagong,sns@techno-bd.net,"1293, D.T. Road, Dhanialapara",S & S Swimwear Ltd.,1711748895,300,150,42000
3757,Md. Ali Azam,Chittagong,sks6@globalctg.net,"1677, Airport Road, South Halishahar, Bandar",Ryan Knit Ltd.,1713362901,350,200,50000
3067,Abdul Wadud,Gazipur,shameem@welltexbd.com,"Mulaid, Sreepur",Sababa Apparels,,1550,650,250000
2971,Sk. Atiar Rahman Dipu,Dhaka,saasco@saascogroup.com,"Plot # 27, Holding # 1/A, Milk Vita Road, Sec-7, Pallabi, Mirpur",Saascotex (BD) Ltd.,1711521835,550,340,130000
4086,Ahrar Chowdhury,Dhaka,ahrar@saadatiasweaters.com,"Samir Plaza, Jamgora, DEPZ Ashulia Tongi Road, Savar",Saadatia Sweaters Ltd.,1713049067,1000,720,100000
3454,Mohammed Mohsin,Chittagong,info@saadmusa.com,"Khaja Road, Kulgaon, Jalalabad",Saad Musa Fabrics Ltd. (U-3),181935362,1600,800,350000
2618,Sk. Atiar Rahman Dipu,Dhaka,saasco@saascogroup.com,"Plot # 27, Holding # 1/A, Milk Vita Road, Sec-7, Pallabi, Mirpur",Saasco Garments Ltd.,1711521835,400,250,130000
1668,Md. Mizanur Rahman Talukder,Narayanganj,saad_milaco@yahoo.com,"Dharmaganj, Fatullah",Saad Sewing Ltd.,1711529775,220,52,20000
4334,Md. Mohsin,Chittagong,mohsin@saadmusa.com,"Khaja Road, Kulgaon, Jalalabad",Saad Musa Hometex & Clothing Ltd.,1819315362,900,650,850000
5111,Nur-E-Yasmin Fatema,Dhaka,ziaur@nomanfashion.com,"House # 19, Road # 44, Gulshan-2",Saad Saan Apparels Ltd.,,5190,3025,46616000
5514,Muhammad Mohsin,Chittagong,info@saadmusa.com,"245, Hathazari Road, Bibirhat",Saad Musa Fabrics Ltd. U-2 (Home Tex),1819315362,250,196,0
6852,Mohammad Samsul Alom,Gazipur,saadexim873@gmail.com,"317,Choydana, Gacha, National University, Gazipur",Saad Exim International Ltd.,01716269184,406,223,150000
6766,Md. Manzurul Haque,Gazipur,monzu.samoonfl@gmail.com,"04 No. Ani Member Road, 46, Jamtola, Eidgha Road, Pagar, Tongi, Gazipur",SA Moon Fashions (Pvt) Ltd.,01719977613,320,236,120000
1720,Jobayda Shireen,Dhaka,jobayda94@gmail.com,"50, Sher-E-Bangla Road, Flat # Makam Ibrahim-2 9C, Zigatola",S.R.S. Fashions (Pvt.) Ltd.,1720970369,400,210,36000
3941,Kook Young Ha,Gazipur,shopon@sssweater.com,"124, Darail, Sataiish, Tongi",S.S. Sweater Ltd.,1730320857,570,450,75000
5078,Md. A. Ferdous Chowdhury,Chittagong,sns@colbd.com,"River City, 11676/G/1, Shah Amanat Bridge Connecting Road, Bakalia",S.N. Sports Wear Ltd.,1711720826,450,261,140000
5507,Shohag Ahmed,Gazipur,,"Sharifpur, Maleker Bari, Gazipur Sadar",S2L Fshions (Pvt.) Ltd.,1819230596,450,339,204000
2550,A.H. Aslam Sunny,Dhaka,info@abanti.net,"House # 365/4, Road # 6 (West), DOHS, Baridhara",S.S. Cotton Fabrics Ltd.,1711561419,320,120,300000
2698,Md. Intaz Ali,Dhaka,smiproductions@metaphornet.net,"Plot # 4 - 6, Road # 2, Section # 7, Pallabi, Mirpur",S.M.I. Productions (Pvt) Ltd.,1711538213,250,162,40000
5106,Md. Ruhul Azam,Dhaka,tambiswas@gmail.com,"191/1, South Bishil, Shamser Super Market, Sec-1, Mirpur",S.S. International (BD),1713423112,100,125,200000
4530,Mr. Reguan Islam,Chittagong,musachowdhury@yahoo.com,"1608/A, Rajakhali Road, Chaktai, Bakalia",S.K.R. Attire Ltd.,1678062870,240,120,60000
6720,Alauddin Al Azad,Chattogram,sajknitdesigns@gmail.com,"1670/2091, West Sholoshohor Aturer Dipu, Baizid, Chittagong",Saj Knit Designs Ltd.,01711199398,609,186,600000
509,Md. Emdadul Hoque Chowdhury,Chittagong,mansoor@luckybd.com,"Jaks Shopping Complex, 316, Sk. Mujib Road, Agrabad",Saint Garments Ltd.,,300,120,49400
3669,Md. Fazlul Hoque,Dhaka,hoque@ahmed-group.net,"Plot # 33/A/13/1, Satish Sarker Road, Gandaria",Sajib Fashion Wear Ltd.,1711563161,350,205,20000
5330,Syed Shafqat Ahmed,Dhaka,md@saihamknit.com,"Saiham Tower, Level-12, House # 34, Road # 136, Gulshan-1, Dhaka",Saiham Knit Composite Ltd.,01713003324,11000,8500,180000
5410,Mosharuf Hossain Swapon,Dhaka,,"81/F, (2nd Floor), Kakrail",Sailor Moon Sweater Ltd.,1819241961,600,606,50000
5382,Al-Haj Md. Mojibur Rahman,Gazipur,,"Rajabari, Bimail, Konabari",Sainik Knit Composite Ltd.,1715782856,150,150,22000
6126,Omar Faruk,Dhaka,info@sagaciousfashion.com,"House # 19, Road # 15, Sector # 4, Uttara",Sagacious Fashions Ltd.,1712794144,350,100,72020000
5824,Mir Mobasher Ali,Dhaka,info@textilehorizon.com,"House # 35, Road # 06, Sector # 04, Uttara Model Town",Sahaba Yarn Ltd.,,120,200,8333
5872,Md. Shamsul Alom,Dhaka,anwar@moonluxknitbd.com,"House # 13, Block # B,, Main Road, Banasree,, B. Baria",Safa Knit Wear Ltd.,01715004717,700,300,300000
6707,Shamima Sultana,Dhaka,info@sadmanbd.com,"Plot # 12, Road # 1, Section # 7(I/A), Pallabi, Mirpur, Dhaka",Sadman Fashion Ltd.,01305690037,175,112,150000
4323,Nisar Ahmed,Gazipur,nisar@sagfashionltd.com,"167/5, West Mudafa, Tongi, Gazipur",Sag Fashion Ltd.,01713388766,800,421,166666
6183,Md. Golam Mawla,Dhaka,,"Plot # 12, Street # 2, Block # E, Section # 1, Mirjapur",Safwan Fashions Ltd.,,100,127,0
4966,Md. Shammim Ahmed,Dhaka,bariapp@gmail.com,"91/92, Rupnagar I/E, Blokc - K, Section # 2, Mirpur",Safwan Garments Ltd.,1715016792,307,143,70000
3517,Md. Nasir Uddin,Dhaka,nasir@sadmafashion.com,"Orient Plaza (1st Floor), House # 3, Road # 4, Block - F, Banani",Sadma Fashion Wear Ltd.,1713245588,850,363,400000
4414,Nafis Sikder,Dhaka,info@palmalgarments.com,"Confidence Center, Shahazadpur, Gulshan",Safaa Sweaters Ltd.,,742,510,100000
1553,Shirin Khurshid Jahan,Dhaka,titash@pradeshta.net,"House # 79, Block - C, Bir Uttam Ziaur Rahman Sarak, Banani",Sadia Apparels Ltd.,1713066349,172,75,30000
6780,Masuduzzaman,Narayangonj,malek@modelebd.com,"Talla Road, Khapur, Fatullah, Narayangonj",Sadia Fashion Wears Ltd.,01713146867,361,182,83000
2472,S.M. Zahid Chowdhury,Chittagong,zahid@sadaffashions.com,"768, Askarabad, DT Road, North Agrabad",Sadaf Fashions Ltd.,1711724724,472,250,1000000
2674,Md. Fazlul Hoque,Dhaka,hoque@ahmed-group.net,"Plot # 33/A/13/1, Satish Sarker Road, Gandaria",Sabit Sports Wear Ltd.,1711563161,350,208,35000
6876,Nurun Nabi Molla,Narayanganj,sample.collection@outl00k.com,"Plot # A-57, Bscic, Shasongoon, Enayetnagar, Fatullah, Narayangonj",Sample Collection Composite,01715615457,151,89,5000
1069,Chowdhury Shafkat Kabir,Dhaka,samrana.gmt@mail.com,"House # 106/A, Road # 1, Mohammadi Housing Sociaty, Mohammadpur",Samrana Enterprise Ltd.,,198,99,100000
6244,Rakibul Alam Chowdhury,"Kylghan, Jalalabad, Hathazari Road, Chattogram,",,"Kylghan, Jalalabad, Hathazari Road, Chattogram,, Chittagong",Sammart Fashion (BD) Limited,01913-255333,325,150,
3815,Md. Sayful Islam,Dhaka,momin.ais@sahana.com,"House # 408/3 (3rd Floor), Road # 7, DOHS, Baridhara",Samin Wintermate Ltd.,1911333370,800,400,100000
5778,Enamul Haque,Chittagong,ishamohammad63@gmail.com,"BFDC Road, Moizzar Teck, Charlakkya, Chittagong",Samim Fashion Ltd.,,170,180,60000
4368,Md. Abu Sayed,Dhaka,smsdhaka@gnbd.net,"House # 121, Road # 5, New DOHS, Mohakhali",Samia Garments (Pvt) Ltd.,,178,120,0
4923,Md. Abdul Hai,Gazipur,,"Kaleshwar (Battala Road), Board Bazar, National University",Samad Sweaters Ltd.,,850,700,70000
3984,Mohammad Golam Faruque,Dhaka,samar@dekko.net.bd,"Ja-88, Middle Badda, Badda",Samar Fashion Tex Ltd.,,520,232,100000
1776,Syed Iqbal Azim,Dhaka,shiblee-rahat@dekko.net.bd,"35 B-1, Indira Road,, B. Baria",Salman Adnan (Pvt.) Ltd.,01711521529,580,216,60000
5747,Matin Chowdhury,Dhaka,allabj@dhaka.net,"Tower 117, House #117/A, Tejgan I/A, Dhaka-1208, GPo Box# 931, Bangladesh, B. Baria",Salek Textile Ltd.,1713141374,800,330,250000
4775,Mamun Salam,Chittagong,,"C/8, 9, 10 BSCIC I/E, Sagarika Road, Sagarica Road",Salim & Brothers Ltd. (U-2),,1500,852,480000
3880,Md. Shamsul Haque,Gazipur,hague@samsweater.com,"1/11, Khortoil, Sataish Road, Tongi",SAM Sweaters Ltd.,1713017029,766,580,105000
6179,Engr. Mosfiq-us Salaheen,Dhaka,info@fbsapparels.com,"House # 497, Road # 33, New DOHS, Mohakhali",Saleheen Apparels Ltd.,1713121699,200,152,184000
3124,Md. Mamun Salam,Chittagong,salimb@salimbrothers.com,"A/3, BSCIC I/A, Sagarika Road, Pahartoli",Salam Apparels Ltd.,1711721166,495,279,50000
671,Md. Mamun Salam,Chittagong,salimb@salimbrothers.com,"A/3, BSCIC I/A, Sagarika Road, Pahartoli",Salim & Brothers Ltd.,1711721166,1020,600,105500
3060,Al-Haj Md. Ruhul Amin,Dhaka,ruhul.amin@comfortgroup-bd.com,"96, Darussalam, Mirpur",Salma Fashion Wear Ltd.,1683051887,219,175,50000
6107,Mosleh Uddin,Dhaka,stex@enagroup.net,"Ena Tower, 57/3-4 Panthapath, Lake Circus, Kalabagan",Sakoatex Ltd.,1713037910,100,1063,221000
5040,Md. Abdul Makeque Akon,Dhaka,malequeakon@gmail.com,"Plot # 25 &amp; 26, Road # 1, Block - Kha, Section # 6, Mirpur",Sakib Garments Ltd.,1713426133,700,270,5000000
1432,Mohd. Shahjahan,Dhaka,skgl@hrcworks.com,"Paribahan Bhaban, 21, Rajuk Avenue (8th Floor), Motijheel",Sajib Knitwear & Garments Ltd.,,935,528,468000
5241,Md. Abbas Ali,Gazipur,sajukin@gmail.com,"144, Mirash Para, Arishpur, BSCIC, Tongi",Sajukin Apparels Ltd.,1714108836,500,100,150000
4547,Amanullah Chagla,Dhaka,sundar@saturnbd.com,"House # 458, Road # 8, DOHS, B. Baria",Saturn Textiles Ltd.,1713013566,27772,2110,770000
3985,Md. Aminur Rashid,Dhaka,info@sattartextile.com,"Bonshilpa Bhaban (9th Floor), 73, Motijheel C/A, Motijheel",Sattar Textile Mills Ltd.,,208,60,0
3222,Ashraful Alam,Dhaka,tutul@sasfashion-bd.com,"Flat # 501, House # 92, Road # 13/C, Block # E, Banani",SAS Fashion Wear Ltd.,1678008855,820,352,210000
642,Md. Sheik Sadi,Chittagong,sys@spnetctg.com,"70, Muradpur, ",Satabdi Garments Ltd.,,308,158,30000
5828,Abu Henry,Gazipur,info.novimodaknitwearltd.bd.@gmail.com,"Ambag West Para, Konabari",Sara Fashion Wear Ltd.,1712069183,350,276,60000
2625,Md. Jubaidur Rahaman (Rana),Dhaka,sarknl@bangla.net,"37-38, Green Road, Green Road",Sark Knitwear Ltd.,1711531098,650,257,3200000
5501,Shahrear Ahsan,Dhaka,info@sarinternational.net,"House # KA 9/B, Flat # A4, Road # 12, Baridhara, Dhaka",SAR International Clothing,01711533778,723,466,300000
2404,Md. Mayenuddin Biswas,Dhaka,babu@biswasgroup.com,"J.S. Bhaban, 299/2-A, Sonargaon Janapath Road",Sany Industry & Business Ltd.,1711537227,300,125,40000
6056,Mohammad Ashraful Alam,Dhaka,ashraf@r3a-bd.com,"244/1, Nihar Monjil, (3rd Floor), Medial Road, Ashkona, Airport Road",Sarker Knitwear Ltd.,,65,65,195000
4616,Md. Khairuddin,Dhaka,khairuddin@sarahglobalsourcing.c,"House # 3, Road # 4, Block - F, Banani",Sarah Knit Wear,1711542425,220,75,150000
4392,A.K.M. Alamgir,Chittagong,alamgir@santexknit.com,"6/A, A.K. Tower, CDA Market, Pahartoli",Santex Knitwears Ltd.,1819385815,850,491,200000
5901,Prasanta Paul,Narayanganj,,"56, S.M. Maleh Road,, Tanbazar",Sarada Knit Wear Ltd.,,350,112,375000
6606,AKM Akif,Dhaka,akif_me@yahoo.com,"House # 10, Road # 02, Sector # 9, Uttara Model Town, Dhaka-1230, Dhaka",Sans Textile Ltd.,01708521062,305,305,6912000
1710,Mohammad Taslim Akhter,Dhaka,,"271, Tejgaon I/A, Tejgaon",Sandwip Fashions Ltd.,1713033505,600,250,0
1579,Maria Zaman,Dhaka,info@samsonsbd.com,"28/D, Segun Bagicha, Lidya (1st Floor), ",Samsons Sweaters Ltd.,1711564803,1200,500,100000
4005,Mahibun Nabi (Alamgir),Dhaka,alamgir@sams-att.com,"Bhuiyan Tower, Plot # 10, Jamgora, Ashulia Road, Dhaka",Sams Attire Ltd.,01819221355,1974,1116,400000
6205,MS Misbah Uddin,Dhaka,samy@samycongroup.com,"House # 46 (1st Floor), Gausul Azam Avenue, Sector # 13, Uttara, Dhaka",Samytex Industries Ltd.,01709644000,650,300,162500
4522,Md. Mizanur Rahman,Chittagong,rubelmizan@gmail.com,"1676/A, Rajakhali, Karnaphuli Link Road, Chittagong",Sanguine Apparels Ltd.,,0,450,39700
1099,Akhtar Hossain,Chittagong,,"75, Agrabad C/A, Hussain Court (5th floor), Double Mooring",Sams Dresses Ltd.,,433,223,75000
5840,Farukul Islam,Dhaka,apu@sansouring.com,"4th Floor, Millennium Castle, House # 47, Road # 27, Block # A, Banani",San Apparels Ltd.,1713372845,2000,720,300000
1218,Md. Mahabubur Rahman,Dhaka,,"325/A, Senpara Parbata, Section # 10, Mirpur",Sea Bird Apparels Ltd.,1552421457,175,70,36000
4982,UM Ashek,Dhaka,umashek@annesha-style.com,"28 United Nations Road, Baridhara, Dhaka, Dhaka",Scandex Knitwear Ltd. (U-2),01819248104,2000,1200,1137500
4582,Md. Anwar Hossain,Narayanganj,info@scarletknitwears.com,"Plot # B-160-163, BSCIC I/E, Fatullah",Scarlet Knitwears Ltd.,171159456,600,190,3000000
3571,Md. Farid Ahmed Patwary,Dhaka,info@scandexgroup.net,"House # 25, Road # 20, Block - K, Banani",Scandex (BD) Ltd.,1711522134,800,1000,100000
5595,Elias Ahmed Talukder,Dhaka,,"13/16, Pallabi, Pallabi Shopping Center (5th Fl), Mirpur",SB Knitex Ltd.,1819254154,250,150,80000
3889,Md. Farid Ahmed Patwary,Dhaka,umashek@annesha-style.com,"28, United National Road, Baridhara, Dhaka",Scandex Knitwear Ltd.,1711522134,1700,800,910000
5654,Saijuddin,Gazipur,sanju3e@gmail.com,"Jarun, Konabari",Sazu Sweaters Ltd.,1711524680,800,500,533400
2686,Dilip Shah,Chittagong,dilipsaha@sazfashion.com,"Hossain Complex (3rd Floor), 1956/A, Airport Road, Chittagong",Saz Fashion Limited,01674791609,350,112,30000
3561,Alamgir M.Z. Rahman,Dhaka,trend@tiffinyswear.com,"Plot # M/2 (Ground Floor), Main Road-1, Section # 14, Mirpur",Saville Row Ltd.,,494,584,75000
3684,Mohd. Monir Hossain,Dhaka,radiant@agni.com,"House # 27 (4th Floor), Road # 18, Sector # 14, Uttara",Sayem Fashions Ltd.,,1100,791,145850
4898,Md. Golam Maula Rony,Dhaka,rony@sayboltgroup.com,"Meherba Plaza (9th &amp; 10th Floor), 33, Topkhana Road, Paltan",Saybolt Tex Ltd.,1711526125,480,350,350000
5558,Sharfuzzaman (Topy),Dhaka,sawftex@gmail.com,"House # 4, Flat # 6-B, Road # 6, Block-E, Niketon, Gulshan-1",Sawftex Limited,1730330000,480,200,800000
5923,Md. Jamal Hossain,Narayanganj,,"A/88, BSCIC I/A,, Fatullah",Sayam Knit Fab,1713008644,200,100,600000
6775,Md. Israful Islam Emon,Dhaka,sawda2302@gmail.com,"House # 378-379, Road # 6, DOHS, Mirpur-12, Dhaka",Sawda Fashion,01711993676,301,97,1250000
2148,Faisal Samad,Dhaka,log@savartex.com,"BGMEA Complex (8th Floor), 23/1, Panthapath Link Road, Karwan Bazar",Savar Textiles Ltd.,,350,275,366102
4342,Mohammad Fazlul Azim,Chittagong,azimmf@azimgroup.com,"EX M.P Azim House, Hatiya, Noakhali, Chittagong",Savar Sweaters Ltd.,01711523859,1448,1106,25000
3348,Istiaque Mahmood Chowdhury,Chittagong,savannah.fashion@gmail.com,"1170/B, Shah Amanat Shetu Road, East Sholashahar, Bahaddarhat",Savannah Apparels Ltd.,1819378910,230,100,100000
4738,Md. Sarowar Hssan,Chittagong,savannah.fashion@gmail.com,"1170/B, Shah Amanat Shetu Road, East Sholashahar, Bahaddarhat",Savannah Fashion Ltd.,1817210787,450,200,20000
2840,Sabayasachi Chowdhury,Dhaka,schy@youngonedhk.com,"Plot No.1-4, 9-12, DEPZ, Ganakbari, (3rd Fl north wing), Savar",Savar Sportswear Co. Ltd.,1711726247,771,748,7500
4198,Mohammad Fazlul Azim,Dhaka,azimmf@azimgroup.com,"89, Berulia Road, Savar",Savar Shirts Ltd.,1711523859,767,347,150000
6647,Mohammed Saiful Huda,Mymensingh,sadek.haidory@gmail.com,"Akalia, Hazir Bazar, Valuka, Mymensingh, Mymensingh",Seema Knit Composite Industries Ltd.,01929342559,0,0,3
1879,M. Amir Ahmed,Dhaka,,"H-79, Block-C, International Airport, Banani",Seha Apparels Int'l Ltd.,1819224021,550,235,124800
644,Mohiuddin Ahmed,Chittagong,mintu@mngroupbd.com,"201/A, M.N. Plaza, Eidgah, DT Road, Rampur",Seema Garments Ltd.,1819316680,368,134,5000
4298,Shahadat Musharraf Khan,Chittagong,info@sectionsevenltd.com,"Plot # 21-26 (Part), Road # 4, Sector # 3, CEPZ",Section Seven Ltd.,1711568138,4200,2360,780000
5394,S.M. Saad,Dhaka,,"House # 2250/B/1, Uttarkhan Primary School Rd., Uttarkhan",Seasons 6 Ltd.,1711526914,350,186,156000
3821,Abdul Alim Arif,Chittagong,afrah3@afrahdresses.com,"612/559, Nazir Saleh Complex, Abdul Ali Hat, Pahartoli",Seasons Creations Ltd.,,488,310,90000
2711,Md. Israfil Atique,Dhaka,mmgroup@bijoy.net,"House # 22/G, Road # 1, Block - D, Bashundhara",Secotex Limited.,1819291691,400,200,40000
5045,Mirza Ejaz Ahmed,Chittagong,info@shirtmakersltd.com,"Plot # 1-2, Sector # 6/A, CEPZ",Section Seven Apparels Ltd.,1711547582,3120,2350,700000
4817,Bahauddin Chowdhury Baker,Dhaka,baker@mifkif.com,"Siaam Tower, Plot # 15 (Level-11), Sector # 3, Uttara",Seasons Dresses Ltd.,,1637,913,310000
1315,Khandokar Fazlay Rabbi,Dhaka,fazlay.rabbi@jstexbd.com,"House # 408/9 (3rd &amp; 4th Floor), Road # 7 (West(), Dhaka",Searock Apparels Limited,01713009290,360,155,76000
4014,Mirza Anwarul Islam,Dhaka,,"Apt # B-1, House # 119, Road # 1, Block - F, Chairmanbari, Banani",Seasons Sweaters Ltd.,1711525117,880,500,120000
5680,Shahadat Musharraf Khan,Dhaka,,"House # 128-130, Lane # 5, New DOHS Mohakhali",Section Seven International Ltd.,1711568138,293,208,136000
5696,Javed Kaiser Ally,Chittagong,faroque@seatex.net,"Plot # 10-11, Sector # 06, CEPZ",Sea Blue Textile Ltd. (Garments Division),,750,210,1190738
4703,Wahid Ahmed,Dhaka,wahid.ahmed@parkseenbd.com,"House # 16/A, Road # 25/A, Block - A, Banani",Sea View Knit Composite Ltd.,1711560633,400,140,150000
2720,Javed Kaiser Ally,Chittagong,seatex@spctnet.com,"Plot # 8 &amp; 9, Sector # 6, CEPZ",Sea Tex Limited,,1850,720,25000
2215,Md. Shamsul Alam Firoz,Chittagong,seashore@techno-bd.net,"687, CDA R/A, Road # 20, Agrabad",Sea Shore Apparels Ltd.,,453,200,84000
2484,Mehdi Hasan Shibly,Dhaka,mehdihasan@seacotexgroup.com,"6/5, Moneswar Road, Zigatola, Dhaka",Seacotex Fabrics Ltd.,01711877640,1400,700,60000
5584,Ram Proshad Roy (Mitul),Gazipur,seagullfashion@gmail.com,"Wahab Munshi Complex, Joy Bangla Road, South Kaliakoir, National University",Seagull Fashion Ltd.,1711835148,300,150,40000
3457,A K M Abdullah,Dhaka,info@seamossbd.com,"241,  West Shewrapara, Rokeya Sarani, Mirpur",Sea Moss Knitwear Ltd.,1713047815,160,88,150000
4372,Javed Kaiser Ally,Chittagong,,"Plot # 10, 11, Sector # 6, CEPZ",Sea Blue Textile Ltd.,,950,350,100000
